name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy,reviews_per_month,price
Spacious Home in Westwood Village by UCLA,2014-10-27,within an hour,100%,92%,t,Beverly Hills,3,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",t,t,Apartment,Entire home/apt,6,2,2,4,Real Bed,70,98,f,moderate,2.68,$249.00
"Walk to UCLA, Two beds & Parking!",2014-06-26,N/A,N/A,N/A,f,Westwood,1,"['email', 'phone', 'reviews', 'kba']",t,t,Apartment,Private room,3,1,1,1,Real Bed,0,NA,t,flexible,NA,$79.00
UCLA/WESTWOOD  Vibrant Coliving Community (Shared),2009-07-22,within an hour,100%,99%,f,Arts District,32,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Hostel,Shared room,6,3,1,6,Real Bed,26,85,t,flexible,0.98,$50.00
Friendly UCLA/WESTWOOD Community (SHARED ROOM),2009-07-22,within an hour,100%,99%,f,Arts District,32,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Hostel,Shared room,4,3,1,4,Real Bed,7,100,f,flexible,0.3,$50.00
DOUBLE BED (Sleeps 2) in SHARED Dorm near UCLA,2017-12-27,within an hour,100%,97%,f,Westwood,15,"['email', 'phone', 'reviews', 'work_email']",t,f,Hostel,Hotel room,4,4,1,8,Real Bed,13,88,t,flexible,0.86,$70.00
2 PRIVATE FULL BEDS - Near UCLA (sleeps up to 4),2017-12-27,within an hour,100%,97%,f,Westwood,15,"['email', 'phone', 'reviews', 'work_email']",t,f,Hostel,Hotel room,10,4,1,2,Real Bed,8,83,t,flexible,0.3,$100.00
Lovely Westwood private bedroom and bath,2013-02-22,within a few hours,100%,100%,t,Westwood,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba', 'government_id']",t,t,Townhouse,Private room,2,1,1,1,Real Bed,80,99,f,moderate,3.17,$80.00
Cute & Cozy LA Bedroom & Living Space,2016-12-08,N/A,N/A,N/A,f,Westwood,1,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,f,Apartment,Private room,1,1,1,1,Real Bed,1,NA,f,flexible,0.04,$75.00
☆5min Walk to UCLA☆w/Parking+Gym+Jacuzzi+BBQ Grill,2017-12-04,within an hour,100%,99%,f,Westwood,16,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Apartment,Entire home/apt,3,1,0,0,Real Bed,67,92,t,strict_14_with_grace_period,2.79,$59.00
4 Person Private Room in Co-Living Space -Westwood,2017-12-27,within an hour,100%,97%,f,Westwood,15,"['email', 'phone', 'reviews', 'work_email']",t,f,Hostel,Hotel room,4,3,1,4,Real Bed,8,78,t,flexible,0.32,$150.00
Twin Bed in Cozy Shared Room in AMAZING area,2017-12-27,within an hour,100%,97%,f,Westwood,15,"['email', 'phone', 'reviews', 'work_email']",t,f,Hostel,Hotel room,2,3,1,6,Real Bed,9,91,t,flexible,0.36,$40.00
Twin Bed in Shared Bedroom,2017-12-27,within an hour,100%,97%,f,Westwood,15,"['email', 'phone', 'reviews', 'work_email']",t,f,Hostel,Hotel room,4,3,1,4,Real Bed,39,86,t,flexible,1.67,$40.00
Charming and Romantic Guest Suite in LA's West Side,2015-02-23,within an hour,100%,100%,t,Westwood,0,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,f,Guest suite,Entire home/apt,2,1,1,1,Real Bed,85,99,t,moderate,3.5,$125.00
SUPER CHIC Apartment by UCLA/Beverly Hills,2013-03-13,within an hour,96%,98%,f,Canoga Park,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'kba', 'selfie', 'government_id', 'identity_manual']",t,f,Apartment,Entire home/apt,1,1,1,1,Real Bed,94,86,t,strict_14_with_grace_period,3.87,$120.00
UCLA Summer Apartment *Steps from Campus!*,2018-04-23,N/A,N/A,100%,f,Westwood,1,"['email', 'phone']",t,f,Apartment,Shared room,1,1,1,1,Real Bed,1,100,f,strict_14_with_grace_period,0.12,$59.00
Full Amenities Home Next to UCLA Los Angeles *25,2016-12-11,within an hour,100%,98%,f,Westwood,28,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,13,94,t,moderate,0.55,$199.00
Cozy room with large full size bed,2018-05-04,within an hour,100%,100%,f,,2,"['email', 'phone', 'offline_government_id', 'government_id']",t,f,House,Private room,2,1,1,1,Real Bed,40,93,t,flexible,1.68,$60.00
Stunning High Ceiling 3 Bedroom TownHouse,2018-05-02,within an hour,100%,92%,t,Glendale,26,"['email', 'phone', 'work_email']",t,f,Apartment,Entire home/apt,6,3,3,4,Real Bed,3,100,f,flexible,0.14,$325.00
One Bedroom Walkable Location,2018-05-02,within an hour,100%,92%,t,Glendale,26,"['email', 'phone', 'work_email']",t,f,Apartment,Entire home/apt,2,1,1,1,Real Bed,2,100,f,flexible,0.12,$195.00
SUMMER SUBLET: Shared Room in Westwood near UCLA,2016-05-20,N/A,N/A,N/A,f,Westwood,1,"['email', 'phone', 'facebook', 'jumio', 'government_id']",t,t,Apartment,Shared room,1,1,1,1,Real Bed,1,100,t,flexible,0.05,$23.00
Apartment in Westwood Village,2017-09-15,N/A,N/A,N/A,f,Westwood,1,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Apartment,Shared room,1,2,1,4,Real Bed,0,NA,t,flexible,NA,$130.00
COZY UNIT IN WESTWOOD by MySuite,2017-08-23,within an hour,100%,93%,t,Westwood,64,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Serviced apartment,Entire home/apt,8,2.5,2,2,Real Bed,1,40,f,strict_14_with_grace_period,0.15,$95.00
Charming one bedroom apartment near UCLA,2015-12-28,within a few hours,100%,50%,f,Westwood,1,"['email', 'phone']",t,f,Apartment,Entire home/apt,4,1,1,2,Real Bed,34,98,f,moderate,1.47,$145.00
Spacious Apt Walking Distance To UCLA B9,2016-12-11,within an hour,100%,98%,f,Westwood,28,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,6,100,t,moderate,0.28,$139.00
Wonderful  Apartment in Los Angeles UCLA C1,2016-12-11,within an hour,100%,98%,f,Westwood,28,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,7,97,t,strict_14_with_grace_period,0.42,$199.00
Private Luxurious Room Near UCLA,2018-06-11,N/A,N/A,N/A,f,,1,"['email', 'phone']",t,f,Apartment,Private room,4,1,1,2,Real Bed,1,100,f,strict_14_with_grace_period,0.05,$39.00
(2 Twin Beds) Private Room in Wonderful Location,2017-12-27,within an hour,100%,97%,f,Westwood,15,"['email', 'phone', 'reviews', 'work_email']",t,f,Hostel,Hotel room,2,3,1,2,Real Bed,60,87,t,flexible,2.65,$100.00
Sanitized Top Floor 2 Bedroom Apt  in Westwood,2018-05-02,within an hour,100%,92%,t,Glendale,26,"['email', 'phone', 'work_email']",t,f,Apartment,Entire home/apt,4,2,2,3,Real Bed,5,100,f,flexible,0.24,$250.00
"West LA, 201 Wilshire Corridor 1 Mile from UCLA",2017-04-03,within an hour,100%,100%,t,Westwood,3,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id']",t,f,Apartment,Entire home/apt,4,2,2,2,Real Bed,13,100,t,flexible,0.62,$179.00
Walk to UCLA-One large bedroom & private bathroom,2014-04-14,N/A,N/A,100%,t,Westwood,4,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,Apartment,Private room,2,1,1,1,Real Bed,50,97,t,moderate,2.35,$99.00
Santa Monica Beverly Hills Loft,2017-07-12,N/A,N/A,N/A,f,Westwood,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Loft,Entire home/apt,1,1.5,1,0,Real Bed,1,NA,t,flexible,0.05,$130.00
Los angeles Multi-unit building,2018-01-08,N/A,N/A,N/A,f,,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Apartment,Entire home/apt,4,1,1,3,Real Bed,4,87,t,flexible,0.18,$75.00
Beautiful Private Condo in Westwood near UCLA,2016-01-06,within a few hours,100%,33%,t,Westchester/Playa Del Rey,3,"['email', 'phone', 'facebook', 'reviews', 'kba', 'work_email']",t,t,Condominium,Entire home/apt,3,1,1,4,Real Bed,2,100,f,strict_14_with_grace_period,0.1,$90.00
Luxury Apt in Los Angeles near UCLA  C2,2016-12-11,within an hour,100%,98%,f,Westwood,28,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,Apartment,Entire home/apt,6,2,2,3,Real Bed,6,97,t,moderate,0.32,$299.00
Spacious Studio 5 minutes walk from UCLA,2015-06-10,N/A,N/A,0%,f,Westwood,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Apartment,Entire home/apt,4,1,0,2,Real Bed,2,100,f,moderate,0.09,$90.00
Comfortable Apt in Los Angeles walk to UCLA C3,2016-12-11,within an hour,100%,98%,f,Westwood,28,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,Apartment,Entire home/apt,6,2,2,3,Real Bed,17,98,t,moderate,1.09,$299.00
"Luxurious apartment with pool, Jacuzzi by UCLA",2016-07-05,within an hour,100%,95%,t,Westwood,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Apartment,Entire home/apt,3,1,1,2,Real Bed,33,98,t,moderate,2.32,$200.00
STUDIO Bachelor Pad! FURNISHED with FRIDGE WEST LA,2016-05-31,N/A,N/A,N/A,f,Westwood,1,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'government_id']",t,t,Apartment,Private room,3,1,0,1,Real Bed,1,NA,f,flexible,0.05,$60.00
Sanitized Top Floor 1 Bedroom in Westwood,2018-05-02,within an hour,100%,92%,t,Glendale,26,"['email', 'phone', 'work_email']",t,f,Apartment,Entire home/apt,3,1,1,1,Real Bed,6,100,f,flexible,0.3,$220.00
Sunny home near UCLA,2018-08-03,within an hour,100%,100%,t,Westwood,1,"['email', 'phone', 'offline_government_id', 'government_id']",t,f,Condominium,Private room,1,1,1,1,Real Bed,13,100,t,strict_14_with_grace_period,0.63,$70.00
Full size pullout couch near UCLA,2015-06-10,N/A,N/A,0%,f,Westwood,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Apartment,Shared room,1,1,1,1,Real Bed,2,100,f,moderate,0.1,$36.00
PH,2013-01-25,N/A,N/A,92%,f,,1,"['email', 'phone', 'facebook', 'jumio', 'government_id', 'work_email']",t,t,Condominium,Private room,2,2.5,1,1,Real Bed,15,97,f,flexible,0.72,$185.00
Cosy Shared Room in Westwood,2018-08-14,within a day,60%,56%,f,Westwood,21,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Apartment,Shared room,1,1,1,1,Real Bed,3,87,f,strict_14_with_grace_period,0.16,$45.00
Super nice & cozy condo in Westwood / Los Angeles,2014-06-11,within an hour,90%,70%,f,Westwood,21,"['email', 'phone', 'reviews', 'kba', 'work_email']",t,t,Condominium,Entire home/apt,6,2,2,4,Real Bed,12,90,f,flexible,0.58,$250.00
Cosy Male Private Room near UCLA,2018-08-14,within a day,60%,56%,f,Westwood,21,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Apartment,Private room,2,1,1,2,Real Bed,1,60,f,strict_14_with_grace_period,0.08,$85.00
LUXURY PRIVATE ROOM!!,2018-08-14,within a day,60%,56%,f,Westwood,21,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Apartment,Private room,2,1,1,2,Real Bed,2,100,f,strict_14_with_grace_period,0.14,$85.00
"New 2+2 condo, UCLA, Beverly Hills, Westwood area",2014-06-11,within an hour,90%,70%,f,Westwood,21,"['email', 'phone', 'reviews', 'kba', 'work_email']",t,t,Condominium,Entire home/apt,6,2,2,5,Real Bed,15,98,f,flexible,0.8,$250.00
LosAngeles/Beverly Hills/Westwood 2+2renovated Apt,2014-06-11,within an hour,90%,70%,f,Westwood,21,"['email', 'phone', 'reviews', 'kba', 'work_email']",t,t,Condominium,Entire home/apt,8,2,2,5,Real Bed,12,96,f,flexible,0.73,$250.00
RESORT STYLE 4BEDS Westwood UCLA (sanitized unit),2016-02-09,within a few hours,90%,86%,f,Westwood,10,"['email', 'phone', 'reviews']",t,f,Serviced apartment,Hotel room,6,2,2,4,Real Bed,17,89,t,strict_14_with_grace_period,0.93,$145.00
Relaxing 1BR Suites w/ pool in Westwood,2012-11-13,within an hour,98%,98%,f,Little Havana,376,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Apartment,Entire home/apt,4,1,1,3,Real Bed,1,40,t,strict_14_with_grace_period,0.09,$499.00
Gorgeous 2BR Townhouse near UCLA,2012-11-13,within an hour,98%,98%,f,Little Havana,376,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Apartment,Entire home/apt,6,2,2,3,Real Bed,3,33,t,strict_14_with_grace_period,0.49,$599.00
PRIVATE ROOM NEAR UCLA ! AMAZING DEAL,2018-08-14,within a day,60%,56%,f,Westwood,21,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Apartment,Private room,2,1,1,2,Real Bed,4,95,f,strict_14_with_grace_period,0.26,$88.00
Amazing private room in Westwood,2018-08-14,within a day,60%,56%,f,Westwood,21,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Condominium,Private room,2,1,1,2,Real Bed,1,80,f,strict_14_with_grace_period,0.68,$85.00
Resort Style 1BR Suites near UCLA,2012-11-13,within an hour,98%,98%,f,Little Havana,376,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,6,93,t,strict_14_with_grace_period,0.52,$499.00
Cozy Resort Style 2BR Townhouse in LA,2012-11-13,within an hour,98%,98%,f,Little Havana,376,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Apartment,Entire home/apt,6,2,2,3,Real Bed,1,20,t,strict_14_with_grace_period,0.09,$599.00
Spacious Mid-Century Westwood Condo (9),2015-07-09,within a day,56%,94%,f,Westwood,5,"['email', 'phone', 'reviews', 'offline_government_id', 'kba', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,f,Condominium,Entire home/apt,10,2,3,4,Real Bed,30,84,f,flexible,1.55,$160.00
Very Chic Place by Brentwood and Ucla,2017-09-12,N/A,N/A,93%,f,,1,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id']",t,f,Apartment,Entire home/apt,4,1,1,2,Real Bed,55,86,t,strict_14_with_grace_period,2.76,$130.00
2 Pod Room Near UCLA,2017-12-27,within an hour,100%,97%,f,Westwood,15,"['email', 'phone', 'reviews', 'work_email']",t,f,Hostel,Hotel room,2,3,1,2,Real Bed,15,89,t,flexible,0.76,$100.00
AMAZING SHARED BEDROOM /  ALL YOU NEED IS HERE!!,2018-08-14,within a day,60%,56%,f,Westwood,21,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Apartment,Shared room,1,1,1,1,Real Bed,4,95,f,strict_14_with_grace_period,0.23,$45.00
AMAZING LUXURY SHARED ROOM,2018-08-14,within a day,60%,56%,f,Westwood,21,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Apartment,Shared room,1,1,1,1,Real Bed,1,100,f,strict_14_with_grace_period,0.07,$45.00
Lovely shared bedroom very close to UCLA,2018-08-14,within a day,60%,56%,f,Westwood,21,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Apartment,Shared room,1,1,1,1,Real Bed,1,80,f,strict_14_with_grace_period,0.06,$41.00
Private Bedroom w bathroom,2015-03-18,within a few hours,100%,82%,f,Westwood,9,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,Apartment,Private room,2,1,1,1,Real Bed,5,95,f,flexible,0.25,$85.00
Cosy shared  room perfect for the UCLA students,2018-08-14,within a day,60%,56%,f,Westwood,21,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Apartment,Shared room,1,1,1,1,Real Bed,0,NA,f,strict_14_with_grace_period,NA,$39.00
Exquisite Bright Spacious 1 Bedroom in Best area,2018-05-02,within an hour,100%,92%,t,Glendale,26,"['email', 'phone', 'work_email']",t,f,Apartment,Entire home/apt,3,1,1,1,Real Bed,0,NA,f,flexible,NA,$201.00
Prime Location l Beautiful Shared room near UCLA,2018-08-14,within a day,60%,56%,f,Westwood,21,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Apartment,Shared room,1,1,1,1,Real Bed,1,80,f,strict_14_with_grace_period,0.09,$52.00
Westwood/Century City Serene Retreat,2018-09-09,N/A,N/A,N/A,f,,1,"['email', 'phone']",t,f,Condominium,Entire home/apt,4,1.5,2,2,Real Bed,1,80,t,moderate,0.05,$199.00
Wonderful shared bedroom close to UCLA,2018-08-14,within a day,60%,56%,f,Westwood,21,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Apartment,Shared room,1,1,1,1,Real Bed,0,NA,f,strict_14_with_grace_period,NA,$42.00
Cosy Shared room l  Near UCLA,2018-08-14,within a day,60%,56%,f,Westwood,21,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Apartment,Shared room,1,1,1,1,Real Bed,1,100,f,strict_14_with_grace_period,0.11,$48.00
Lovely shared bedroom in UCLA neighborhood,2018-08-14,within a day,60%,56%,f,Westwood,21,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Apartment,Shared room,1,1,1,1,Real Bed,0,NA,f,strict_14_with_grace_period,NA,$42.00
Prime Location Westwood l Amazing room near UCLA,2018-08-14,within a day,60%,56%,f,Westwood,21,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Apartment,Shared room,1,1,1,1,Real Bed,1,100,f,strict_14_with_grace_period,0.06,$48.00
Luxurious 1BR Suites Near UCLA,2012-11-13,within an hour,98%,98%,f,Little Havana,376,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,4,60,t,strict_14_with_grace_period,0.46,$899.00
Private bedroom with private bathroom in Westwood,2017-05-25,N/A,N/A,100%,f,Westwood,2,"['email', 'phone', 'facebook', 'offline_government_id', 'government_id']",t,f,Apartment,Private room,2,1,1,1,Real Bed,7,94,f,flexible,0.36,$55.00
1BR Pleasing  Resort Style Suites in LA,2012-11-13,within an hour,98%,98%,f,Little Havana,376,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,0,NA,t,strict_14_with_grace_period,NA,$899.00
Charming 2BR Suites w/ Pool in LA,2012-11-13,within an hour,98%,98%,f,Little Havana,376,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Apartment,Entire home/apt,6,2,2,3,Real Bed,0,NA,t,strict_14_with_grace_period,NA,$899.00
2BR Adorable Resort Style Suites near UCLA,2012-11-13,within an hour,98%,98%,f,Little Havana,376,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Apartment,Entire home/apt,6,2,2,3,Real Bed,3,80,t,strict_14_with_grace_period,0.27,$899.00
Luxury Condo UCLA Westwood CONTACT FOR SHORT STAYS,2015-05-16,N/A,N/A,93%,f,Westwood,3,"['email', 'phone', 'google', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Condominium,Entire home/apt,3,1.5,1,1,Real Bed,17,93,f,strict_14_with_grace_period,0.91,$189.00
Perfect Home in Los Angeles walk to UCLA C5,2016-12-11,within an hour,100%,98%,f,Westwood,28,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,Apartment,Entire home/apt,4,1,1,1,Real Bed,8,80,t,moderate,0.48,$219.00
Wilshere Blvd view!!!,2018-10-05,N/A,N/A,N/A,f,Westwood,1,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Apartment,Private room,1,1.5,1,0,Real Bed,12,98,t,strict_14_with_grace_period,0.62,$119.00
"New Guest Room, Courtyard nr UCLA Century City BH",2018-10-12,within an hour,100%,97%,t,,1,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,House,Entire home/apt,2,1,0,1,Real Bed,43,100,f,moderate,4.03,$180.00
Cute Westwood Apartment,2016-08-23,N/A,N/A,0%,f,Westwood,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Apartment,Private room,4,1,1,2,Real Bed,1,100,f,strict_14_with_grace_period,0.06,$50.00
"Luxury, Convenient 1BR w/ parking-SANITIZED",2014-08-27,within an hour,100%,87%,f,Westwood,4,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,Apartment,Entire home/apt,4,1,1,1,Real Bed,8,98,f,strict_14_with_grace_period,0.45,$189.00
CHARMING 2BR/2BATH SANTA MONICA/ BEVERLY HILLS G88,2016-02-09,within a few hours,90%,86%,f,Westwood,10,"['email', 'phone', 'reviews']",t,f,Serviced apartment,Hotel room,6,2,2,4,Real Bed,29,89,t,strict_14_with_grace_period,1.55,$199.00
Private room in Westwood | UCLA walking distance,2018-08-14,within a day,60%,56%,f,Westwood,21,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Apartment,Private room,1,1,2,2,Real Bed,0,NA,f,strict_14_with_grace_period,NA,$49.00
AMARO PLACE 2bdrm Condo,2017-05-26,within a day,70%,49%,f,Westwood,3,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,Condominium,Entire home/apt,6,1,2,2,Real Bed,6,93,f,flexible,0.45,$250.00
Spotless Apartment in Los Angeles near UCLA *37,2016-12-11,within an hour,100%,98%,f,Westwood,28,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,3,100,t,moderate,0.39,$199.00
Best Location Apt in Los Angeles near UCLA C6,2016-12-11,within an hour,100%,98%,f,Westwood,28,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,3,70,t,moderate,0.23,$219.00
Private Master Bedroom,2018-03-14,N/A,N/A,N/A,f,Westwood,1,"['email', 'phone', 'offline_government_id', 'government_id']",t,f,Apartment,Private room,1,1,1,1,Real Bed,0,NA,t,flexible,NA,$70.00
Perfect Westwood/UCLA Large Studio (NEW!),2012-07-31,within a few hours,100%,80%,f,Santa Monica,6,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,Apartment,Entire home/apt,4,1,1,3,Real Bed,65,91,f,strict_14_with_grace_period,3.95,$70.00
Westwood DELUXE APT+Pool+SANITIZED+PRIVATE+SAFE,2013-02-13,within an hour,95%,100%,f,Westwood,12,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Serviced apartment,Entire home/apt,6,2,2,5,Real Bed,34,87,t,strict_14_with_grace_period,1.91,$232.00
Westwood PREMIUM Apt:  SANITIZED+PRIVATE+SAFE,2013-02-13,within an hour,95%,100%,f,Westwood,12,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Serviced apartment,Entire home/apt,6,2,2,5,Real Bed,56,91,t,strict_14_with_grace_period,3.19,$232.00
Westwood RESORT 2BRAPT: SANITIZED+PRIVATE+SAFE,2013-02-13,within an hour,95%,100%,f,Westwood,12,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Serviced apartment,Entire home/apt,6,2,2,3,Real Bed,36,96,t,strict_14_with_grace_period,2.09,$232.00
Westwood Shared Room closed to main avenues,2015-06-08,N/A,N/A,N/A,f,,1,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'jumio', 'government_id']",t,t,Apartment,Shared room,1,1.5,1,1,Real Bed,0,NA,t,flexible,NA,$30.00
Modern Stylish Sharehouse in Westwood/Walk to UCLA,2017-12-04,within an hour,100%,99%,f,Westwood,16,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Apartment,Shared room,2,1,1,1,Real Bed,78,89,t,strict_14_with_grace_period,4.42,$35.00
Designer's Sharehouse in Westwood near UCLA,2017-12-04,within an hour,100%,99%,f,Westwood,16,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Apartment,Shared room,2,1,1,1,Real Bed,59,92,t,strict_14_with_grace_period,3.4,$35.00
"Modern Sharehouse by Designer w/Jacuzzi, Hammock",2017-12-04,within an hour,100%,99%,f,Westwood,16,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Apartment,Shared room,2,1,1,1,Real Bed,88,93,t,strict_14_with_grace_period,4.93,$35.00
Feel Like Home | Designer's Sharehouse near UCLA,2017-12-04,within an hour,100%,99%,f,Westwood,16,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Apartment,Shared room,2,1,1,1,Real Bed,96,91,t,strict_14_with_grace_period,5.37,$35.00
Penthouse Fountain View 2 Bed 2 Bath Apartment G19,2016-06-08,within an hour,100%,85%,t,Westwood,19,"['email', 'phone', 'reviews', 'offline_government_id', 'kba', 'government_id', 'work_email']",t,f,Apartment,Entire home/apt,5,2,2,3,Real Bed,11,98,f,strict_14_with_grace_period,0.71,$169.00
Prime Location I Spacious private room near UCLA,2018-08-14,within a day,60%,56%,f,Westwood,21,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Apartment,Private room,2,1,1,2,Real Bed,0,NA,f,strict_14_with_grace_period,NA,$85.00
Lovely shared bedroom close to UCLA,2018-08-14,within a day,60%,56%,f,Westwood,21,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,Apartment,Shared room,1,1,1,1,Real Bed,1,100,f,strict_14_with_grace_period,0.08,$39.00
